State,District,Latitude,Longitude,District code,Population,Households_with_Internet,Total_Power_Parity,Housholds_with_Electric_Lighting,Households_with_Car_Jeep_Van,Households_with_Scooter_Motorcycle_Moped,Higher_Education,Graduate_Education,sex_ratio,literacy_rate
Kerala,Kannur,11.941523076923056,75.35209891725934,589,2523003,32653,4432,511167,44108,76530,308670,217203,114.0,85.0
Kerala,Kasaragod,12.33310309912974,75.07768497134369,588,1307375,10378,1988,237670,19438,34267,122657,76192,108.0,79.0
Kerala,Kollam,8.929388820570157,76.6360775852431,600,2635375,31542,3910,630767,58867,144080,307950,233402,111.0,85.0
Kerala,Kottayam,9.643701174068417,76.46059673302705,597,1974551,37849,3071,464039,73096,122177,280720,221350,104.0,89.0
Kerala,Kozhikode,11.392924270557026,75.71158720159153,591,3086293,36791,4594,641660,54277,149330,351267,250117,110.0,85.0
Kerala,Malappuram,10.97329875666072,75.93910775606876,592,4112920,27909,4838,730119,59145,138096,392867,203779,110.0,81.0
Kerala,Palakkad,10.784926903553291,76.49980490693744,593,2809934,27162,3929,587583,43458,145549,232109,180540,107.0,80.0
Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,601,3301427,71621,5770,783872,96456,220675,389161,381782,109.0,84.0
Kerala,Thrissur,10.458932647907687,76.12321940836945,594,3121200,56148,5612,721625,84016,220583,362657,338600,111.0,86.0
Kerala,Wayanad,11.715277464788736,76.07587007042254,590,817420,4712,1095,149864,13027,22721,87042,51111,103.0,79.0
Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,461,749237,1290,787,81338,2895,29063,42743,31646,98.0,58.0
Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,459,845071,619,861,84720,2373,23638,29551,22791,90.0,56.0
Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,457,1701698,1712,1709,277927,4045,46168,126308,74213,102.0,67.0
Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,441,1385881,1158,1336,181139,3102,31152,42649,30754,98.0,40.0
Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,447,1575362,2109,1845,230974,5740,59230,105696,82761,97.0,60.0
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,420,1703005,1166,1786,107819,4463,46137,96011,50222,84.0,64.0
Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,444,2371061,40788,4298,452912,60383,213130,178165,266618,92.0,70.0
Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,467,757847,986,989,112420,2142,22453,42618,28237,95.0,54.0
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,425,1762375,1880,1947,176056,6206,48339,77787,59704,88.0,54.0
Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,455,2090922,3588,2513,344875,8235,75332,167946,112383,96.0,62.0
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,428,1264219,1432,1359,187731,3031,28333,64414,41158,91.0,59.0
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,422,786754,616,951,97696,2897,25575,48978,34853,87.0,62.0
Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,437,1563715,3518,1899,270457,9017,77281,94403,55383,94.0,59.0
Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,438,2185793,2388,2470,349639,8080,85477,99882,66721,96.0,49.0
Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,453,704524,554,652,62372,1291,7979,31104,15179,100.0,54.0
Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,458,1241519,2482,1302,144248,5968,43568,50724,42147,91.0,53.0
Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,421,2032036,15779,2830,306859,21313,126189,166719,193947,86.0,67.0
Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,448,570465,986,619,95066,3556,30952,31939,27126,93.0,62.0
Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,449,1241350,2871,1535,198076,7335,67460,89589,84769,91.0,65.0
Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,439,3276697,48691,5783,593576,64865,286973,300076,382658,93.0,70.0
Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,451,2463289,20443,3776,452023,26487,154678,222987,235072,93.0,71.0
Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468,464,1025048,744,1612,125411,2215,20076,28990,20240,99.0,34.0
Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,450,1292042,2179,1476,172416,3958,35359,80935,53578,95.0,61.0
Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753,454,1054905,912,1043,143803,2246,19880,58066,35476,101.0,57.0
Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759,433,1340411,2324,1475,239885,5435,62695,77219,52546,96.0,62.0
Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,419,1965970,1781,1924,131486,5829,48525,115790,71005,84.0,60.0
Madhya Pradesh,Neemuch,24.70311893333336,75.06608186666664,432,826067,1945,1026,145258,4498,47549,53465,42343,95.0,62.0
Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,426,1016520,653,1034,76097,2219,18488,47903,29795,91.0,54.0
Madhya Pradesh,Raisen,23.292518206521724,78.16305495923909,446,1331597,1141,1460,194373,6017,48130,69419,48384,90.0,62.0
Madhya Pradesh,Rajgarh,23.785499026425583,76.66431223922116,442,1545814,1611,1629,231130,4185,46026,72316,51499,96.0,52.0
Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909,434,1455069,3644,1700,213825,5757,67819,86507,67192,97.0,57.0
Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183,430,2365106,3406,2756,251132,11833,67856,180635,122371,93.0,61.0
Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,427,2378458,4546,2771,366494,11291,71201,137899,116753,89.0,65.0
Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,429,2228935,3754,2641,294702,9401,64484,148091,105499,93.0,62.0
Madhya Pradesh,Sehore,22.9297199679658,77.06780202883085,445,1311332,1566,1442,212138,6041,60435,77541,50655,92.0,60.0
Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,456,1379131,1182,1369,228695,4048,37873,84398,55984,98.0,63.0
Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442,460,1066063,1733,1302,113184,3819,29839,60915,46513,97.0,57.0
Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885,436,1512681,1382,1647,232735,4200,49847,75967,48671,94.0,59.0
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,418,687861,273,693,74770,1634,17878,24732,17091,90.0,48.0
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,423,1726050,1852,1827,148128,5417,48952,58509,44812,88.0,52.0
Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,462,1127033,837,3019,102228,3320,18017,60845,33067,96.0,53.0
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,424,1445166,1090,1591,132725,4139,35388,58245,35034,90.0,52.0
Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,435,1986864,7501,2599,323379,12167,107407,119586,111290,96.0,62.0
Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,431,644758,839,692,67975,1873,14918,27216,18144,95.0,55.0
Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,443,1458875,1926,1583,181510,5682,55126,65581,59814,90.0,59.0
Maharashtra,Akola,20.746310479041902,77.12122320359276,501,1813906,6163,3948,314490,9037,72460,205723,112574,95.0,78.0
Maharashtra,Amravati,21.16520991810736,77.67583503184723,503,2888445,9438,6236,512492,15285,124261,346876,203273,95.0,78.0
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,506,1200334,2932,2237,227025,5184,54974,153749,67061,98.0,75.0
Maharashtra,Bid,18.952353340080982,75.69319706477731,523,2585049,5614,4179,402052,12836,91909,206530,129996,92.0,66.0
Maharashtra,Buldana,20.56680611183355,76.39017880364096,500,2586258,4767,4421,423036,10034,84546,228266,113783,93.0,73.0
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,509,2204307,8239,5085,418666,12746,113039,241179,126488,96.0,72.0
Maharashtra,Dhule,21.274018690400517,74.58719071837263,498,2050862,6065,3583,315332,10912,74859,182739,114931,95.0,63.0
Maharashtra,Gondiya,21.225008411214997,80.17522698598128,507,1322507,2866,2183,239981,5074,49085,159570,57923,100.0,76.0
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512,1177345,1221,1853,159114,3833,29815,74544,38698,94.0,67.0
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499,4229917,14297,7988,720791,19560,170551,375643,229987,92.0,68.0
Maharashtra,Jalna,19.984612534818933,75.98473607242339,514,1959046,3791,3363,288895,8400,75655,120715,64060,94.0,61.0
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530,3876001,22269,8464,770005,49081,283565,395234,335413,96.0,73.0
Maharashtra,Latur,18.348687268993856,76.75812607802874,524,2454196,6217,4574,381722,13150,81052,224998,153256,93.0,67.0
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505,4653570,57964,14073,917626,71592,426007,542228,493236,95.0,79.0
Maharashtra,Nanded,19.209316983017,77.6829048951049,511,3361292,7548,6214,488748,12341,83106,255650,156225,94.0,65.0
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497,1648295,2579,2446,186202,6135,39350,113019,58461,98.0,55.0
Maharashtra,Nashik,20.266912871287143,74.03824168316828,516,6107187,45039,13629,904710,79590,396040,485052,373100,93.0,71.0
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,525,1657576,3209,2786,240042,7974,51577,139479,96847,92.0,69.0
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,1836086,3982,3410,272486,6973,50197,116041,81333,95.0,63.0
Maharashtra,Pune,18.51696171428573,74.12922881632647,521,9429408,235018,27223,1925019,273326,1013058,867256,1086650,91.0,76.0
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528,1615069,7752,3484,367352,15191,61559,111600,65700,112.0,74.0
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,2822143,13212,5798,485126,29515,190760,244804,214003,97.0,73.0
Maharashtra,Satara,17.6737908974359,74.18052064102558,527,3003741,14093,5649,562653,36046,195582,299993,243457,99.0,74.0
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,849651,3517,1749,194228,9264,37159,89023,48418,104.0,78.0
Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,4317756,15145,8995,595560,28219,229240,328020,236302,94.0,67.0
Maharashtra,Thane,19.698767747440264,72.79882742564581,517,11060148,256170,35118,2231800,172210,499186,1080597,961719,89.0,74.0
Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,1300774,4313,2754,266155,6970,70849,158055,93772,95.0,78.0
Maharashtra,Washim,20.282282394366213,77.25502394366208,502,1197160,1875,1942,196022,3623,37729,116032,47865,93.0,73.0
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,2772348,6094,4937,446516,12132,99346,245819,123074,95.0,73.0
Manipur,Bishnupur,24.50712111801243,93.8246236024845,275,237399,676,226,34364,2009,5782,20077,20074,100.0,66.0
Manipur,Chandel,24.2635812987013,94.09443844155844,280,144182,184,250,18764,908,3263,12213,8105,93.0,63.0
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,274143,837,327,29894,1807,6387,23284,14523,97.0,71.0
Manipur,Senapati,25.08465586034914,94.03366234413956,272,479148,256,823,22798,827,1603,40438,24940,94.0,55.0
Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,140651,125,90,11541,495,723,11645,7102,94.0,60.0
Manipur,Thoubal,24.545392553191498,93.97959893617023,276,422168,880,539,49507,3141,11574,37899,28550,100.0,64.0
Manipur,Ukhrul,25.05900314960629,94.44129566929138,279,183998,276,79,14026,1107,944,22729,15636,94.0,71.0
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,317917,288,450,24550,1167,4732,9473,2484,97.0,60.0
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,298,825922,5032,1456,135941,15048,7975,58836,61639,101.0,70.0
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299,395124,510,528,41677,4790,978,13544,8039,101.0,47.0
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,295,142334,179,139,10940,695,1700,3998,826,95.0,58.0
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,293,643291,1630,791,51301,3589,10923,29404,10856,98.0,56.0
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,296,383461,149,479,32873,1683,922,12295,6450,98.0,60.0
